authorized_flag,card_id,city_id,category_1,installments,category_3,merchant_category_id,merchant_id,month_lag,purchase_amount,purchase_date,category_2,state_id,subsector_id
Y,C_ID_1f80f339da,238,N,0,A,560,M_ID_fcd18ff80b,1,-0.61332211,2018-03-31 12:37:52,1.0,9,34
Y,C_ID_1f80f339da,238,N,0,A,607,M_ID_2ccae0667d,1,-0.64173724,2018-03-17 11:33:16,1.0,9,29
Y,C_ID_1f80f339da,238,N,0,A,80,M_ID_710ffa6453,2,-0.12781551,2018-04-01 10:19:20,1.0,9,37
Y,C_ID_1f80f339da,238,N,0,A,560,M_ID_970c25edbd,2,-0.67545673,2018-04-23 16:28:08,1.0,9,34
Y,C_ID_1f80f339da,238,N,0,A,206,M_ID_ae2b2e516b,2,-0.33818667,2018-04-04 18:00:50,1.0,9,1
Y,C_ID_1f80f339da,238,N,0,A,367,M_ID_85f5122bb6,1,-0.4738911,2018-03-31 11:39:28,1.0,9,16
Y,C_ID_1f80f339da,261,N,0,A,763,M_ID_3d595afae3,2,-0.71685477,2018-04-24 15:36:54,1.0,9,36
Y,C_ID_1f80f339da,238,N,0,A,623,M_ID_d9855c63c1,1,-0.68695201,2018-03-18 11:26:11,1.0,9,4
Y,C_ID_1f80f339da,238,N,0,A,367,M_ID_2390934bdb,2,-0.52128472,2018-04-19 17:46:40,1.0,9,16
Y,C_ID_1f80f339da,238,N,0,A,414,M_ID_638c29db9f,2,-0.29010184,2018-04-17 13:38:13,1.0,9,29
Y,C_ID_1f80f339da,238,N,0,A,419,M_ID_8b08ce2e70,2,-0.50798626,2018-04-06 09:34:42,1.0,9,1
Y,C_ID_1f80f339da,238,N,0,A,63,M_ID_93ed52ac79,2,-0.6206851,2018-04-14 13:59:50,1.0,9,27
Y,C_ID_1f80f339da,232,N,0,A,437,M_ID_5fd97f96da,2,-0.70934152,2018-04-02 09:15:45,4.0,13,15
Y,C_ID_1f80f339da,69,N,0,A,606,M_ID_cd2c0b07e9,1,-0.56658965,2018-03-13 18:18:50,1.0,9,17
Y,C_ID_1f80f339da,238,N,0,A,273,M_ID_c1bfab4864,1,-0.70182826,2018-03-10 07:34:33,1.0,9,20
Y,C_ID_1f80f339da,238,N,0,A,278,M_ID_1370014fde,1,-0.6719255,2018-03-10 12:34:33,1.0,9,37
Y,C_ID_1f80f339da,255,N,0,A,80,M_ID_0a5f8ab912,2,-0.21115254,2018-04-13 22:02:37,1.0,9,37
Y,C_ID_1f80f339da,238,N,0,A,437,M_ID_4c37b5ffb3,1,-0.53954193,2018-03-18 13:55:49,1.0,9,15
Y,C_ID_1f80f339da,238,N,0,A,419,M_ID_1fe05656cb,1,-0.68695201,2018-03-05 10:54:27,1.0,9,1
Y,C_ID_1f80f339da,238,N,0,A,560,M_ID_7920eea549,1,-0.69701978,2018-03-19 16:34:52,1.0,9,34
Y,C_ID_1f80f339da,238,N,0,A,80,M_ID_737ad29fbe,2,-0.69897322,2018-04-08 20:29:50,1.0,9,37
Y,C_ID_1f80f339da,238,N,0,A,705,M_ID_71249d510c,2,-0.66006958,2018-04-10 11:24:23,1.0,9,33
Y,C_ID_1f80f339da,238,N,0,A,332,M_ID_01c4b60121,1,-0.32616547,2018-03-19 14:39:27,1.0,9,2
Y,C_ID_1f80f339da,238,N,0,A,705,M_ID_b6ba338f2f,1,-0.635366,2018-03-06 17:38:06,1.0,9,33
Y,C_ID_1f80f339da,238,N,0,A,45,M_ID_8251648d9d,1,-0.51399686,2018-03-27 05:26:35,1.0,9,18
Y,C_ID_1f80f339da,238,N,0,A,705,M_ID_2c588f046a,1,-0.65479528,2018-03-28 14:40:54,1.0,9,33
Y,C_ID_1f80f339da,238,N,0,A,19,M_ID_c4701d946d,2,0.14747019,2018-04-13 16:16:00,1.0,9,36
Y,C_ID_22caa6ecb2,69,N,1,B,278,M_ID_7386d8a359,2,-0.68229379,2017-10-13 00:53:29,1.0,9,37
Y,C_ID_22caa6ecb2,19,N,1,B,511,M_ID_98995b54fb,1,-0.59664268,2017-09-07 15:45:00,1.0,9,7
Y,C_ID_22caa6ecb2,69,N,1,B,842,M_ID_b4848f5970,2,-0.64322486,2017-10-21 00:00:00,1.0,9,37
Y,C_ID_22caa6ecb2,19,N,1,B,80,M_ID_d855771cd9,1,-0.68079114,2017-09-07 18:07:10,1.0,9,37
Y,C_ID_22caa6ecb2,276,N,1,B,360,M_ID_d2ecfd841d,1,-0.71685477,2017-09-09 01:01:48,1.0,9,34
Y,C_ID_22caa6ecb2,276,N,1,B,80,M_ID_8dd2f3e2f9,2,-0.69656898,2017-10-12 19:26:13,1.0,9,37
Y,C_ID_22caa6ecb2,69,N,1,B,560,M_ID_6977c216dd,1,-0.70487864,2017-09-16 18:09:38,1.0,9,34
Y,C_ID_22caa6ecb2,295,N,1,B,278,M_ID_d59fd7465e,1,-0.66203806,2017-09-17 18:01:33,1.0,9,37
Y,C_ID_9ef583c3b2,278,N,0,A,422,M_ID_2ada97acbd,1,-0.44637756,2018-03-17 11:03:48,5.0,5,27
Y,C_ID_9ef583c3b2,57,N,0,A,80,M_ID_d2897279e5,2,-0.68064088,2018-04-12 17:30:05,5.0,5,37
Y,C_ID_9ef583c3b2,278,N,0,A,703,M_ID_955d0af0c7,2,-0.72737333,2018-04-04 14:25:04,5.0,5,29
Y,C_ID_9ef583c3b2,69,N,0,A,561,M_ID_50f575c681,1,-0.54728059,2018-03-02 22:26:02,1.0,9,7
Y,C_ID_9ef583c3b2,57,N,0,A,307,M_ID_545a508c15,1,-0.44637756,2018-03-12 09:28:42,5.0,5,19
Y,C_ID_9ef583c3b2,278,N,0,A,434,,2,-0.59664268,2018-04-20 06:01:16,5.0,5,32
Y,C_ID_9ef583c3b2,278,N,0,A,307,M_ID_3182fbdf2c,1,-0.59664268,2018-03-02 10:36:08,5.0,5,19
Y,C_ID_cc199a8608,333,N,0,A,705,M_ID_76fd906f0b,2,-0.6674476,2018-04-22 15:48:26,1.0,9,33
Y,C_ID_cc199a8608,333,N,0,A,80,M_ID_1ee7e5da2a,2,-0.71910875,2018-04-22 13:18:51,1.0,9,37
Y,C_ID_cc199a8608,-1,N,0,A,80,M_ID_3ac4c78d6a,2,-0.70798913,2018-04-22 10:35:23,,-1,37
Y,C_ID_cc199a8608,193,N,0,A,437,M_ID_542e3fe8e4,2,-0.56591346,2018-04-26 17:04:26,1.0,15,15
Y,C_ID_cc199a8608,275,N,0,A,307,M_ID_6e5a573ae7,1,-0.71685477,2018-03-11 09:52:36,1.0,15,19
Y,C_ID_d997569362,57,N,1,B,818,M_ID_d6d1df8e38,2,-0.61317184,2018-04-12 02:08:09,5.0,5,12
Y,C_ID_d997569362,-1,N,1,B,278,M_ID_40cc1de707,1,-0.39108,2018-03-10 00:10:39,,-1,37
Y,C_ID_d997569362,-1,N,1,B,87,M_ID_6c473ba42d,2,-0.70798913,2018-04-21 12:09:28,,-1,27
Y,C_ID_d997569362,-1,N,1,B,419,M_ID_4ead592db0,2,-0.65689899,2018-04-22 15:04:00,,-1,1
Y,C_ID_d997569362,-1,N,1,B,703,M_ID_c75d4bbe2d,2,-0.45013419,2018-04-27 13:56:01,,-1,29
Y,C_ID_d997569362,69,N,1,B,606,M_ID_cd2c0b07e9,1,-0.59716861,2018-03-07 21:58:08,1.0,9,17
Y,C_ID_d997569362,-1,N,1,B,195,M_ID_eccc3b6f65,1,-0.67718478,2018-03-31 13:13:55,,-1,34
Y,C_ID_d997569362,57,N,1,B,536,M_ID_dfe5b51c2d,1,-0.73789189,2018-03-07 16:35:57,5.0,5,31
Y,C_ID_d997569362,-1,N,1,B,130,M_ID_e95406e275,1,-0.67928849,2018-03-06 19:25:40,,-1,41
Y,C_ID_d997569362,-1,Y,4,C,302,M_ID_b9f9332438,2,1.84606708,2018-04-23 14:24:29,,-1,22
Y,C_ID_d997569362,-1,N,1,B,367,M_ID_262d01de4c,2,-0.64472752,2018-04-26 18:15:51,,-1,16
Y,C_ID_d997569362,57,N,1,B,278,M_ID_aa120aebc6,2,-0.70904099,2018-04-25 21:14:08,5.0,5,37
Y,C_ID_d997569362,-1,N,1,B,68,M_ID_e923921923,2,-0.52601807,2018-04-23 17:10:40,,-1,27
Y,C_ID_d997569362,-1,N,1,B,506,M_ID_653d2b7c55,2,-0.43135105,2018-04-11 11:59:07,,-1,30
Y,C_ID_d997569362,69,N,1,B,130,M_ID_725a60d404,2,-0.64172221,2018-04-28 11:22:19,1.0,9,41
Y,C_ID_d997569362,-1,N,3,C,87,M_ID_a17945ec06,1,0.05926456,2018-03-03 14:14:13,,-1,27
Y,C_ID_d997569362,57,N,1,B,560,M_ID_0a338e9eb8,2,-0.71470598,2018-04-04 19:41:20,5.0,5,34
Y,C_ID_d997569362,-1,N,1,B,68,M_ID_007f572edf,1,-0.60490726,2018-03-03 15:12:49,,-1,27
Y,C_ID_d997569362,-1,N,1,B,690,M_ID_9d07ff1f42,2,-0.73039366,2018-04-26 21:29:34,,-1,1
Y,C_ID_d997569362,-1,N,1,B,884,M_ID_761d9bf514,2,-0.56568806,2018-04-08 12:14:11,,-1,27
Y,C_ID_d997569362,57,N,1,B,307,M_ID_bc5cdb3286,1,-0.65674872,2018-03-01 11:01:41,5.0,5,19
Y,C_ID_d997569362,-1,N,1,B,840,M_ID_b4385aa8bc,2,-0.31414426,2018-04-23 19:50:11,,-1,20
Y,C_ID_d997569362,57,N,1,B,422,M_ID_a7f036904f,1,-0.50663387,2018-03-07 19:17:12,5.0,5,27
Y,C_ID_d997569362,-1,N,1,B,68,M_ID_54982eb27b,2,-0.2059684,2018-04-21 12:51:56,,-1,27
Y,C_ID_d997569362,57,N,1,B,818,M_ID_17ecc8a865,2,-0.40730863,2018-04-07 18:26:03,5.0,5,12
Y,C_ID_2224474e34,19,N,1,B,80,M_ID_b92d6d98c7,1,-0.74089719,2018-03-19 14:28:53,1.0,9,37
Y,C_ID_2224474e34,19,N,2,C,422,M_ID_a9ae333a7e,1,-0.55156314,2018-03-19 14:16:09,1.0,9,27
Y,C_ID_2224474e34,19,N,1,B,80,M_ID_fb874c455a,1,-0.70498383,2018-03-19 14:33:25,1.0,9,37
Y,C_ID_2224474e34,69,N,-1,,506,M_ID_09a6d84602,1,1.24730566,2018-03-20 10:56:52,1.0,9,30
Y,C_ID_2224474e34,69,N,1,B,879,M_ID_00a6ca8a8a,1,-0.52151012,2018-03-03 15:11:13,1.0,9,29
Y,C_ID_2224474e34,19,N,5,C,87,M_ID_30a19ad323,1,-0.01511667,2018-03-19 13:48:44,1.0,9,27
Y,C_ID_62e42a1ffa,199,N,0,A,818,M_ID_d54b5b461b,1,-0.66426198,2018-03-03 08:10:09,4.0,14,12
Y,C_ID_62e42a1ffa,53,N,0,A,278,M_ID_5c8180f6ad,2,-0.72893609,2018-04-15 21:45:51,5.0,20,37
Y,C_ID_62e42a1ffa,286,N,0,A,818,M_ID_965a4af994,1,-0.72436803,2018-03-05 07:34:28,3.0,3,12
Y,C_ID_62e42a1ffa,286,N,0,A,278,M_ID_4ad8366895,1,-0.67996469,2018-03-04 19:20:47,3.0,3,37
Y,C_ID_62e42a1ffa,199,N,0,A,705,M_ID_4f1c289039,1,-0.7146609,2018-03-11 12:22:36,4.0,14,33
Y,C_ID_62e42a1ffa,53,N,0,A,80,M_ID_c9f12aa2d3,2,-0.47105109,2018-04-07 22:34:49,5.0,20,37
Y,C_ID_62e42a1ffa,286,N,0,A,278,M_ID_4d5d7ec90f,1,-0.67327789,2018-03-04 13:40:51,3.0,3,37
Y,C_ID_62e42a1ffa,53,N,0,A,367,M_ID_55773dc85d,2,-0.73347409,2018-04-07 11:31:23,5.0,20,16
Y,C_ID_62e42a1ffa,149,N,0,A,842,M_ID_7e872c40f6,2,-0.35997512,2018-04-29 10:00:06,5.0,20,37
Y,C_ID_62e42a1ffa,53,N,0,A,68,M_ID_24cf4446c8,1,-0.73203155,2018-03-22 16:17:15,5.0,20,27
Y,C_ID_62e42a1ffa,286,N,0,A,421,M_ID_c2ef0adcf6,2,-0.74014587,2018-04-27 09:05:35,3.0,3,12
Y,C_ID_62e42a1ffa,233,N,0,A,690,M_ID_b004d3555e,1,-0.7275236,2018-03-16 17:59:43,1.0,9,1
Y,C_ID_62e42a1ffa,199,N,0,A,367,M_ID_5b2b5c553c,2,-0.67177524,2018-04-26 08:34:31,4.0,14,16
Y,C_ID_62e42a1ffa,286,N,0,A,278,M_ID_b14125dc2e,2,-0.70596055,2018-04-23 16:01:22,3.0,3,37
Y,C_ID_62e42a1ffa,286,N,0,A,80,M_ID_ba90a6b3a0,1,-0.72887598,2018-03-04 12:11:34,3.0,3,37
Y,C_ID_62e42a1ffa,286,N,0,A,309,M_ID_8de5e51c66,1,-0.67778584,2018-03-04 14:40:45,3.0,3,21
Y,C_ID_62e42a1ffa,149,N,0,A,307,M_ID_59916796cb,2,-0.45763242,2018-04-29 10:15:05,5.0,20,19
Y,C_ID_62e42a1ffa,53,N,0,A,80,M_ID_453d6ecdbb,2,-0.72301564,2018-04-30 09:17:34,5.0,20,37
Y,C_ID_62e42a1ffa,149,N,0,A,278,M_ID_e19cd3b814,2,-0.60866389,2018-04-28 12:47:35,5.0,20,37
Y,C_ID_62e42a1ffa,162,N,0,A,307,M_ID_ba1f431f4f,1,-0.47078061,2018-03-23 11:37:41,5.0,20,19
Y,C_ID_62e42a1ffa,53,N,0,A,278,M_ID_c737392f64,2,-0.41031393,2018-04-13 20:56:57,5.0,20,37
Y,C_ID_62e42a1ffa,199,N,0,A,705,M_ID_6c070ea348,2,-0.7352322,2018-04-26 05:29:31,4.0,14,33
Y,C_ID_62e42a1ffa,162,N,0,A,278,M_ID_d9d0e6e16c,1,-0.66876993,2018-03-23 09:43:43,5.0,20,37
Y,C_ID_62e42a1ffa,69,N,0,A,606,M_ID_cd2c0b07e9,1,-0.5591365,2018-03-24 21:31:04,1.0,9,17
Y,C_ID_62e42a1ffa,53,N,0,A,363,M_ID_c0191c8876,1,0.74973278,2018-03-29 13:05:33,5.0,20,18
Y,C_ID_62e42a1ffa,286,N,0,A,278,M_ID_d4027a1dda,1,-0.68304512,2018-03-15 23:04:38,3.0,3,37
Y,C_ID_62e42a1ffa,233,N,0,A,278,M_ID_bd1537ab63,2,-0.66726728,2018-04-27 09:47:31,1.0,9,37
Y,C_ID_62e42a1ffa,286,N,0,A,705,M_ID_24e7284909,1,-0.74107751,2018-03-04 15:26:20,3.0,3,33
Y,C_ID_62e42a1ffa,-1,N,0,A,307,M_ID_ea00bf270b,1,-0.73563791,2018-03-11 10:05:36,,-1,19
Y,C_ID_2d80ae1526,69,N,0,A,454,M_ID_800c9d11e3,1,-0.71685477,2018-03-15 19:09:53,1.0,9,39
Y,C_ID_2d80ae1526,69,N,0,A,307,M_ID_58b63713f8,2,-0.71685477,2018-04-04 04:29:42,1.0,9,19
Y,C_ID_2d80ae1526,69,N,0,A,307,M_ID_d62cef8a29,1,-0.69240664,2018-03-25 07:44:01,1.0,9,19
Y,C_ID_2d80ae1526,283,N,0,A,454,M_ID_48c7684921,2,-0.73188128,2018-04-10 13:32:04,1.0,9,39
Y,C_ID_2d80ae1526,69,N,0,A,637,M_ID_f7227b1aa8,1,-0.6913097,2018-03-23 17:59:39,1.0,9,37
Y,C_ID_2d80ae1526,19,N,0,A,307,M_ID_e3c9cd6dfd,1,-0.71461582,2018-03-25 09:21:33,1.0,9,19
Y,C_ID_2d80ae1526,19,N,0,A,842,M_ID_97f0959810,1,-0.72737333,2018-03-25 15:49:37,1.0,9,37
Y,C_ID_2d80ae1526,69,N,0,A,40,M_ID_9e804ecbcb,1,-0.56846797,2018-03-26 09:55:20,1.0,9,21
Y,C_ID_2d80ae1526,69,N,0,A,415,M_ID_d1f936a2c6,1,-0.70182826,2018-03-16 13:25:36,1.0,9,18
Y,C_ID_2d80ae1526,69,N,0,A,166,M_ID_a11c244aa6,1,-0.6266957,2018-03-26 07:07:49,1.0,9,29
Y,C_ID_2d80ae1526,69,N,0,A,451,M_ID_66ae124843,2,-0.70182826,2018-04-04 04:07:45,1.0,9,7
Y,C_ID_2d80ae1526,69,N,0,A,278,M_ID_17a3b62fb9,2,-0.73188128,2018-04-02 20:10:56,1.0,9,37
Y,C_ID_2d80ae1526,69,N,0,A,834,M_ID_bb5c877e57,2,-0.70182826,2018-04-09 12:14:31,1.0,9,27
Y,C_ID_2d80ae1526,69,N,0,A,80,M_ID_0e522f14ae,1,-0.6266957,2018-03-21 07:16:06,1.0,9,37
Y,C_ID_2d80ae1526,69,N,0,A,195,M_ID_0fb2cb746c,1,-0.67943876,2018-03-29 15:45:47,1.0,9,34
Y,C_ID_535822e492,143,N,2,C,506,M_ID_a9d91682ad,1,-0.41662507,2018-03-24 10:43:44,5.0,5,30
Y,C_ID_535822e492,19,N,-1,,68,M_ID_ad49138777,2,-0.07071476,2018-04-20 07:51:01,1.0,9,27
Y,C_ID_535822e492,220,N,1,B,360,M_ID_af0798ceb9,1,-0.49371107,2018-03-18 12:57:31,1.0,9,34
Y,C_ID_535822e492,220,N,6,C,19,M_ID_04838c5e82,1,-0.29611244,2018-03-13 15:42:30,1.0,9,36
Y,C_ID_535822e492,21,N,-1,,333,M_ID_c7af1bb5a4,2,-0.37575295,2018-04-25 07:03:11,1.0,9,10
Y,C_ID_535822e492,220,N,1,B,367,M_ID_983a1b3dbb,1,-0.69897322,2018-03-24 11:51:50,1.0,9,16
Y,C_ID_535822e492,220,N,1,B,68,M_ID_5b82bdcce6,1,-0.6982219,2018-03-24 11:18:55,1.0,9,27
Y,C_ID_535822e492,291,N,6,C,511,M_ID_9139332ccc,1,0.22981547,2018-03-10 13:10:47,1.0,9,7
Y,C_ID_ca91d7ddc3,19,N,1,B,278,M_ID_54e680c88e,2,-0.71910875,2017-10-23 07:39:59,1.0,9,37
Y,C_ID_ca91d7ddc3,69,N,1,B,222,M_ID_0e97eef024,2,-0.65383358,2017-10-31 13:12:55,1.0,9,21
Y,C_ID_ca91d7ddc3,163,N,1,B,307,M_ID_52f84c64e8,2,-0.59664268,2017-10-07 12:49:03,1.0,9,19
Y,C_ID_ca91d7ddc3,291,N,2,C,309,M_ID_1dc763b3bd,2,-0.41548305,2017-10-17 18:01:55,1.0,9,21
Y,C_ID_ca91d7ddc3,163,N,-1,,222,M_ID_e3ab321070,2,-0.18369911,2017-10-31 00:00:00,1.0,9,21
Y,C_ID_ca91d7ddc3,231,N,1,B,309,M_ID_c8aaccb41b,2,-0.64938573,2017-10-30 11:58:13,1.0,9,21
Y,C_ID_ca91d7ddc3,163,N,6,C,309,M_ID_c2b7953b95,2,6.27798647,2017-10-25 12:37:23,1.0,9,21
Y,C_ID_ca91d7ddc3,69,N,1,B,879,M_ID_00a6ca8a8a,2,-0.694315,2017-10-28 11:55:37,1.0,9,29
Y,C_ID_7e4c2e4c39,25,N,1,B,367,M_ID_62e28ba802,2,-0.61798032,2018-04-03 11:17:09,3.0,7,16
Y,C_ID_7e4c2e4c39,25,N,2,C,884,M_ID_8e70329ee1,2,-0.3742503,2018-04-20 09:48:23,3.0,7,27
Y,C_ID_7e4c2e4c39,25,N,1,B,422,M_ID_89fa141cdd,2,-0.61169924,2018-04-07 16:36:10,3.0,7,27
Y,C_ID_7e4c2e4c39,-1,Y,1,B,491,M_ID_79692349d6,1,0.95206476,2018-03-19 18:52:37,,-1,3
Y,C_ID_7e4c2e4c39,25,N,1,B,690,M_ID_0192902b81,1,-0.68982208,2018-03-08 15:03:44,3.0,7,1
Y,C_ID_7e4c2e4c39,25,N,1,B,195,M_ID_b0d4f7fb33,2,-0.70798913,2018-04-17 15:46:26,3.0,7,34
Y,C_ID_7e4c2e4c39,25,N,-1,,690,M_ID_afed490713,2,-0.64711673,2018-04-20 07:23:42,3.0,7,1
Y,C_ID_7e4c2e4c39,25,N,1,B,278,M_ID_f608a982be,2,-0.57506461,2018-04-29 14:07:21,3.0,7,37
Y,C_ID_7e4c2e4c39,-1,Y,4,C,529,M_ID_dbe67965f0,2,0.69622337,2018-04-09 10:51:10,,-1,20
Y,C_ID_7e4c2e4c39,25,N,1,B,560,M_ID_cf9ee1e04a,2,-0.71345878,2018-04-15 18:01:31,3.0,7,34
Y,C_ID_455aa2746a,24,N,0,A,705,M_ID_6f231f9107,2,-0.73188128,2017-06-21 15:46:19,1.0,9,33
Y,C_ID_455aa2746a,24,N,0,A,367,M_ID_b13c242faa,2,-0.74089719,2017-06-21 18:01:09,1.0,9,16
Y,C_ID_455aa2746a,24,N,0,A,557,M_ID_02c0d6c41b,2,-0.72286538,2017-06-20 09:34:11,1.0,9,29
Y,C_ID_455aa2746a,24,N,0,A,884,M_ID_6bd74935ce,2,-0.71309814,2017-06-27 07:59:51,1.0,9,27
Y,C_ID_455aa2746a,24,N,0,A,705,M_ID_f57c8b73ed,2,-0.73781676,2017-06-23 09:30:50,1.0,9,33
Y,C_ID_455aa2746a,24,N,0,A,506,M_ID_179f4e6d70,2,-0.67327789,2017-06-21 22:35:40,1.0,9,30
Y,C_ID_455aa2746a,24,N,0,A,705,M_ID_ae19fefa13,2,-0.57314121,2017-06-16 19:34:15,1.0,9,33
Y,C_ID_455aa2746a,24,N,0,A,437,M_ID_4e97c157f2,2,-0.54667953,2017-06-17 10:22:37,1.0,9,15
Y,C_ID_455aa2746a,24,N,0,A,69,M_ID_8f24152f44,2,-0.70934152,2017-06-17 10:54:12,1.0,9,20
Y,C_ID_455aa2746a,24,N,0,A,80,M_ID_2444963f63,2,-0.71309814,2017-06-22 11:08:48,1.0,9,37
Y,C_ID_455aa2746a,209,N,0,A,307,M_ID_0052927d95,2,-0.71685477,2017-06-20 13:10:20,1.0,9,19
Y,C_ID_455aa2746a,24,N,0,A,80,M_ID_e2daf31c28,2,-0.71685477,2017-06-17 12:12:08,1.0,9,37
Y,C_ID_455aa2746a,24,N,0,A,415,M_ID_f699c83d65,2,-0.68680175,2017-06-29 15:29:42,1.0,9,18
Y,C_ID_455aa2746a,24,N,0,A,307,M_ID_d7da346da5,2,-0.72481882,2017-06-16 20:20:52,1.0,9,19
Y,C_ID_455aa2746a,69,N,0,A,879,M_ID_00a6ca8a8a,2,-0.66426198,2017-06-20 18:37:07,1.0,9,29
Y,C_ID_455aa2746a,24,N,0,A,45,M_ID_1358c58675,2,-0.71685477,2017-06-29 14:55:56,1.0,9,18
Y,C_ID_455aa2746a,24,N,0,A,307,M_ID_65868663c9,2,-0.72436803,2017-06-27 17:19:57,1.0,9,19
Y,C_ID_455aa2746a,24,N,0,A,278,M_ID_94ebbafc23,2,-0.61482476,2017-06-16 20:49:01,1.0,9,37
Y,C_ID_455aa2746a,24,N,0,A,437,M_ID_62fd5f51a4,2,-0.62565887,2017-06-22 10:55:44,1.0,9,15
Y,C_ID_453612aa29,143,N,1,B,111,M_ID_2b40247463,1,-0.73188128,2018-03-17 16:47:57,5.0,5,36
Y,C_ID_453612aa29,140,N,1,B,80,M_ID_71902f45d3,1,-0.71309814,2018-03-17 16:31:29,1.0,9,37
Y,C_ID_453612aa29,140,N,1,B,705,M_ID_2ed78df6d2,1,-0.6192726,2018-03-07 13:38:22,1.0,9,33
Y,C_ID_453612aa29,140,N,1,B,367,M_ID_10bb7d55c9,2,-0.69710994,2018-04-15 19:30:07,1.0,9,16
Y,C_ID_453612aa29,140,N,1,B,80,M_ID_96008a5393,2,-0.72587068,2018-04-27 11:40:25,1.0,9,37
Y,C_ID_453612aa29,140,N,1,B,111,M_ID_7dae917e98,1,-0.72902625,2018-03-17 16:18:41,1.0,9,36
Y,C_ID_453612aa29,140,N,1,B,2,M_ID_328b5e5797,1,-0.694315,2018-03-13 13:49:09,1.0,9,20
Y,C_ID_453612aa29,69,N,1,B,560,M_ID_940fb4498f,1,-0.73789189,2018-03-23 09:29:01,1.0,9,34
Y,C_ID_453612aa29,140,N,1,B,278,M_ID_12108f0282,1,-0.72151299,2018-03-16 23:34:33,1.0,9,37
Y,C_ID_453612aa29,213,N,1,B,80,M_ID_4fe226dad0,1,-0.71610345,2018-03-26 06:12:50,1.0,9,37
Y,C_ID_453612aa29,69,N,1,B,606,M_ID_cd2c0b07e9,2,-0.72887598,2018-04-13 22:37:48,1.0,9,17
Y,C_ID_453612aa29,-1,Y,1,B,574,M_ID_0855bda176,1,-0.70648648,2018-03-20 16:00:31,,-1,22
Y,C_ID_453612aa29,140,N,1,B,80,M_ID_8924b155c7,1,-0.70498383,2018-03-16 18:30:46,1.0,9,37
Y,C_ID_453612aa29,140,N,1,B,80,M_ID_20d21d231c,1,-0.71955954,2018-03-18 19:38:17,1.0,9,37
Y,C_ID_453612aa29,140,N,1,B,80,M_ID_281f899506,1,-0.71242195,2018-03-21 20:34:00,1.0,9,37
Y,C_ID_453612aa29,140,N,1,B,763,M_ID_4b9068ae0f,1,-0.73345907,2018-03-20 09:23:27,1.0,9,36
Y,C_ID_453612aa29,140,N,1,B,80,M_ID_c8d4518da5,2,-0.70483356,2018-04-22 15:56:26,1.0,9,37
Y,C_ID_453612aa29,69,N,1,B,367,M_ID_3f3084da59,1,-0.72660698,2018-03-23 09:52:26,1.0,9,16
Y,C_ID_453612aa29,140,N,1,B,560,M_ID_7ce1591fd1,1,-0.73488659,2018-03-19 16:33:55,1.0,9,34
Y,C_ID_453612aa29,69,N,1,B,705,M_ID_1f4773aa76,1,-0.68080617,2018-03-23 09:48:56,1.0,9,33
Y,C_ID_453612aa29,140,N,1,B,528,M_ID_572918a797,2,-0.72136273,2018-04-11 15:54:28,1.0,9,25
Y,C_ID_453612aa29,88,N,1,B,771,M_ID_b0f6a1846b,2,-0.45055493,2018-04-08 18:22:26,1.0,16,31
Y,C_ID_453612aa29,297,N,1,B,210,M_ID_fe00540dea,2,-0.59097768,2018-04-06 16:45:54,1.0,9,35
Y,C_ID_453612aa29,140,N,1,B,195,M_ID_3887fa8e1a,1,-0.71850769,2018-03-21 13:34:43,1.0,9,34
Y,C_ID_453612aa29,140,N,1,B,506,M_ID_9e22bd2bf1,2,-0.61467449,2018-04-27 09:09:39,1.0,9,30
Y,C_ID_453612aa29,140,N,1,B,884,M_ID_7914993c66,1,-0.62819835,2018-03-21 15:21:49,1.0,9,27
Y,C_ID_453612aa29,88,N,1,B,195,M_ID_281875374b,2,-0.73188128,2018-04-01 16:25:04,1.0,16,34
Y,C_ID_453612aa29,88,N,1,B,818,M_ID_9bb8acbfbd,2,-0.6266957,2018-04-07 13:20:08,1.0,16,12
Y,C_ID_453612aa29,140,N,1,B,842,M_ID_91f133c71f,1,-0.73526225,2018-03-01 16:07:58,1.0,9,37
Y,C_ID_453612aa29,140,N,1,B,683,M_ID_7c5e93af2f,2,-0.73332383,2018-04-23 17:47:21,1.0,9,34
Y,C_ID_453612aa29,140,N,1,B,683,M_ID_89cc4315a0,2,-0.70934152,2018-04-15 18:52:06,1.0,9,34
Y,C_ID_453612aa29,69,N,1,B,317,M_ID_cd90b7d71e,1,-0.44637756,2018-03-23 11:40:28,1.0,9,25
Y,C_ID_453612aa29,140,N,1,B,278,M_ID_1c5be897e0,2,-0.712452,2018-04-22 01:39:13,1.0,9,37
Y,C_ID_453612aa29,213,N,1,B,80,M_ID_fbf77966f9,1,-0.73789189,2018-03-26 06:54:48,1.0,9,37
Y,C_ID_453612aa29,140,N,1,B,278,M_ID_d855771cd9,1,-0.74059666,2018-03-19 07:30:52,1.0,9,37
Y,C_ID_453612aa29,140,N,1,B,80,M_ID_f337aa7cc5,1,-0.71384947,2018-03-21 16:13:02,1.0,9,37
Y,C_ID_c987a313e8,165,N,0,A,783,M_ID_a93a8c33bf,2,-0.67478054,2017-09-05 12:36:33,1.0,15,19
Y,C_ID_c987a313e8,138,N,0,A,544,M_ID_e9b8f6c96f,2,-0.71802684,2017-09-16 15:57:43,1.0,15,29
